,article_id,authorid,authorname,authorurl,paperId,doi,title,citing_venue,year,intent,isInfluential
10,10.5455/aim.2012.20.47-55,51128727,Sanela Tukulija,,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,background,True
11,10.5455/aim.2012.20.47-55,1421936090,M. Selimović-Dragaš,,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,background,True
12,10.5455/aim.2012.20.47-55,2035597606,J. Méndez,,64f1338b97e871d4dceb6fee31e4da9009aaf0c4,10.52006/MAIN.V3I2.134,Viability of Multi-Specialty Dental Center in Bacolod City,,2020,,False
13,10.5455/aim.2012.20.47-55,2036682992,Rizalie N.E. Mibato,,64f1338b97e871d4dceb6fee31e4da9009aaf0c4,10.52006/MAIN.V3I2.134,Viability of Multi-Specialty Dental Center in Bacolod City,,2020,,False
14,10.5455/aim.2012.20.47-55,40863248,H. Ehtesham,,79e2f689371d7c9e5313099f3654de85e3cf71a1,10.4103/jehp.jehp_97_20,Management of the essential data element in the differential diagnosis of oral medicine: An effective step in promoting oral health,Journal of education and health promotion,2020,,False
15,10.5455/aim.2012.20.47-55,3062107,R. Safdari,,79e2f689371d7c9e5313099f3654de85e3cf71a1,10.4103/jehp.jehp_97_20,Management of the essential data element in the differential diagnosis of oral medicine: An effective step in promoting oral health,Journal of education and health promotion,2020,,False
16,10.5455/aim.2012.20.47-55,40051249,A. Mansourian,,79e2f689371d7c9e5313099f3654de85e3cf71a1,10.4103/jehp.jehp_97_20,Management of the essential data element in the differential diagnosis of oral medicine: An effective step in promoting oral health,Journal of education and health promotion,2020,,False
17,10.5455/aim.2012.20.47-55,6113090,Shahram Tahmasebian,,79e2f689371d7c9e5313099f3654de85e3cf71a1,10.4103/jehp.jehp_97_20,Management of the essential data element in the differential diagnosis of oral medicine: An effective step in promoting oral health,Journal of education and health promotion,2020,,False
18,10.5455/aim.2012.20.47-55,6116239,N. Mohammadzadeh,,79e2f689371d7c9e5313099f3654de85e3cf71a1,10.4103/jehp.jehp_97_20,Management of the essential data element in the differential diagnosis of oral medicine: An effective step in promoting oral health,Journal of education and health promotion,2020,,False
19,10.5455/aim.2012.20.47-55,4348082,S. Pourshahidi,,79e2f689371d7c9e5313099f3654de85e3cf71a1,10.4103/jehp.jehp_97_20,Management of the essential data element in the differential diagnosis of oral medicine: An effective step in promoting oral health,Journal of education and health promotion,2020,,False
20,10.5455/aim.2012.20.47-55,35366322,Jouko Kallio,,6ab58ce74f50dbb72a4284d1c0aaaeba2e14abd4,10.1155/2017/3080957,A Competition between Care Teams Improved Recording of Diagnoses in Primary Dental Care: A Longitudinal Follow-Up Study,International journal of dentistry,2017,background,False
21,10.5455/aim.2012.20.47-55,2757038,T. Kauppila,,6ab58ce74f50dbb72a4284d1c0aaaeba2e14abd4,10.1155/2017/3080957,A Competition between Care Teams Improved Recording of Diagnoses in Primary Dental Care: A Longitudinal Follow-Up Study,International journal of dentistry,2017,background,False
22,10.5455/aim.2012.20.47-55,2075487040,L. Suominen,,6ab58ce74f50dbb72a4284d1c0aaaeba2e14abd4,10.1155/2017/3080957,A Competition between Care Teams Improved Recording of Diagnoses in Primary Dental Care: A Longitudinal Follow-Up Study,International journal of dentistry,2017,background,False
23,10.5455/aim.2012.20.47-55,3981259,A. Heikkinen,,6ab58ce74f50dbb72a4284d1c0aaaeba2e14abd4,10.1155/2017/3080957,A Competition between Care Teams Improved Recording of Diagnoses in Primary Dental Care: A Longitudinal Follow-Up Study,International journal of dentistry,2017,background,False
24,10.5455/aim.2012.20.47-55,7028845,M. Monea,,0e5894fa77a19632dcbbe886b82d6e0965e1a554,10.19044/ESJ.2016.V12N36P12,The Role of Communication and Information Technology in the Health Care Providing Office,,2016,methodology,False
25,10.5455/aim.2012.20.47-55,38772348,Anca Maria Pop,,0e5894fa77a19632dcbbe886b82d6e0965e1a554,10.19044/ESJ.2016.V12N36P12,The Role of Communication and Information Technology in the Health Care Providing Office,,2016,methodology,False
26,10.5455/aim.2012.20.47-55,145278614,Oláh Péter,,0e5894fa77a19632dcbbe886b82d6e0965e1a554,10.19044/ESJ.2016.V12N36P12,The Role of Communication and Information Technology in the Health Care Providing Office,,2016,methodology,False
27,10.5455/aim.2012.20.47-55,2644285,D. Barakah,,4870cec073b3feec7782b6b8b506f8bd5e80b213,10.1109/CSCI.2016.0019,Integrating Dental Working Experience in Development of a Dental Clinic Database System for a General Tertiary Hospital,2016 International Conference on Computational Science and Computational Intelligence (CSCI),2016,,False
28,10.5455/aim.2012.20.47-55,67027780,Dan Ş. Sîmpălean,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,False
29,10.5455/aim.2012.20.47-55,15192718,M. Petrișor,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,False
30,10.5455/aim.2012.20.47-55,6950697,M. Mărușteri,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,False
31,10.5455/aim.2012.20.47-55,47482183,D. Ghiga,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,False
32,10.5455/aim.2012.20.47-55,3494046,V. Bacârea,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,False
33,10.5455/aim.2012.20.47-55,1855145,Tudor Călinici,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,False
34,10.5455/aim.2012.20.47-55,3973042,S. Bățagă,,510dd25823cd4ff252fff40a308e8c77cc758912,,A Software Application to Detect Dental Color,,2015,background,False
35,10.5455/aim.2012.20.47-55,2846710,Mansuang Wongsapai,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,False
36,10.5455/aim.2012.20.47-55,2805592,S. Suebnukarn,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,False
37,10.5455/aim.2012.20.47-55,2033778,S. Rajchagool,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,False
38,10.5455/aim.2012.20.47-55,146466344,D. Beach,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,False
39,10.5455/aim.2012.20.47-55,2524126,S. Kawaguchi,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,False
40,10.5455/aim.2012.20.47-55,2846710,Mansuang Wongsapai,,5e721ae81ce52ec8fafc5c7d667dcccc7e5986d9,10.3233/978-1-61499-289-9-763,Health-oriented Electronic Oral Health Record for Health Surveillance,MedInfo,2013,,False
41,10.5455/aim.2012.20.47-55,2805592,S. Suebnukarn,,5e721ae81ce52ec8fafc5c7d667dcccc7e5986d9,10.3233/978-1-61499-289-9-763,Health-oriented Electronic Oral Health Record for Health Surveillance,MedInfo,2013,,False
42,10.5455/aim.2012.20.47-55,2033778,S. Rajchagool,,5e721ae81ce52ec8fafc5c7d667dcccc7e5986d9,10.3233/978-1-61499-289-9-763,Health-oriented Electronic Oral Health Record for Health Surveillance,MedInfo,2013,,False
43,10.5455/aim.2012.20.47-55,2364178,Boonchai Kijsanayotin,,5e721ae81ce52ec8fafc5c7d667dcccc7e5986d9,10.3233/978-1-61499-289-9-763,Health-oriented Electronic Oral Health Record for Health Surveillance,MedInfo,2013,,False
44,10.1177/154407370301700108,51316956,S. Nambiar,,77f9900425e734b562bc8404bb11bb9c317d27b9,,CONCEPTS OF DENTAL INFORMATICS AND MACHINE LEARNING IN ORAL HEALTH CARE,,2016,,False
45,10.1177/154407370301700108,37547832,Andresa Costa Pereira,,bb7b467cbd8571d48c6220bd04ae92cd66b12590,,A bioinformática na pesquisa odontológica brasileira,,2013,,False
46,10.1177/154407370301700108,113563294,M. Silva,,bb7b467cbd8571d48c6220bd04ae92cd66b12590,,A bioinformática na pesquisa odontológica brasileira,,2013,,False
47,10.1177/154407370301700108,2090320991,J. Lima,,bb7b467cbd8571d48c6220bd04ae92cd66b12590,,A bioinformática na pesquisa odontológica brasileira,,2013,,False
48,10.1177/154407370301700108,86906557,P. B. Paiva,,bb7b467cbd8571d48c6220bd04ae92cd66b12590,,A bioinformática na pesquisa odontológica brasileira,,2013,,False
49,10.1177/154407370301700108,1688124,W. Hersh,,d2e66d560b247ae4e703745aa06510d15c4359b5,10.4338/ACI-2009-11-R-0011,The health information technology workforce: estimations of demands and a framework for requirements.,Applied clinical informatics,2010,background,False
50,10.1177/154407370301700104,2141386667,Anumeha Morey,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,False
51,10.1177/154407370301700104,2141378417,Vaibhavi Boradkar,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,False
52,10.1177/154407370301700104,5526557,K. Chhabra,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,False
53,10.1177/154407370301700104,82095341,Amit Reche,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,False
54,10.1177/154407370301700104,87538934,P. Madhu,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,False
55,10.1177/154407370301700104,2141383757,Avanti Date,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,False
56,10.1177/154407370301700104,2141364247,Dimpal Rohankar,,1a20fd09dc3712ed0bf17313fc738c0571489e2e,10.9734/jpri/2021/v33i50a33386,Medicolegal Issues in Teledentistry in India,Journal of Pharmaceutical Research International,2021,,False
57,10.1177/154407370301700104,2115895919,Jessica Chen,,2f26644775ca3c0d6bb921ad4519e39308cee19e,10.1007/978-3-030-71051-4_50,An Altmetric Study on Dental Informatics,Advances in Computer Vision and Computational Biology,2021,,False
58,10.1177/154407370301700104,1771854,Qiping Zhang,,2f26644775ca3c0d6bb921ad4519e39308cee19e,10.1007/978-3-030-71051-4_50,An Altmetric Study on Dental Informatics,Advances in Computer Vision and Computational Biology,2021,,False
59,10.1177/154407370301700104,121818818,F. Alshammary,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,False
60,10.1177/154407370301700104,2052209445,Basel K Alsadoon,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,False
61,10.1177/154407370301700104,116254703,Ahmed. A. Altamimi,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,False
62,10.1177/154407370301700104,2054771728,Muhammad Ilyas,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,False
63,10.1177/154407370301700104,46705809,Ammar Ahmed Siddiqui,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,False
64,10.1177/154407370301700104,2052637179,Ibne Hassan,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,False
65,10.1177/154407370301700104,18163918,M. Alam,,a981b281a4acef98050e0b9a85aaeb7ab0360bb7,10.5005/JP-JOURNALS-10024-2891,"Perceptions towards Use of Electronic Dental Record at a Dental College, University of Hail, Kingdom of Saudi Arabia.",The journal of contemporary dental practice,2020,,False
66,10.1177/154407370301700104,2091558804,Teenu Vijayan,,7b7b021fab3d8a3817ac320214425839b7f7981e,,Dental Informatics-A Paradigm Shift in Dentistry,,2019,,False
67,10.1177/154407370301700104,87311474,Swetalin Das,,7b7b021fab3d8a3817ac320214425839b7f7981e,,Dental Informatics-A Paradigm Shift in Dentistry,,2019,,False
68,10.1177/154407370301700104,2091558804,Teenu Vijayan,,a48249ecafb3d2dc42bc8828a75ad42fdaa3914c,,Dental Informatics-A Paradigm Shift in Dentistry Dr,,2019,,False
69,10.1177/154407370301700104,87311474,Swetalin Das,,a48249ecafb3d2dc42bc8828a75ad42fdaa3914c,,Dental Informatics-A Paradigm Shift in Dentistry Dr,,2019,,False
70,10.1177/154407370301700104,66598916,B. Almutairi,,bc553a4e863e8f4f34b99e031e29f8850633e92d,10.21608/mjcu.2018.56121,Medical Dental Practitioners Assessments of Electronic Dental Record in Primary Health Care in Kuwait,,2018,,False
71,10.1177/154407370301700104,143919851,H. Potts,,bc553a4e863e8f4f34b99e031e29f8850633e92d,10.21608/mjcu.2018.56121,Medical Dental Practitioners Assessments of Electronic Dental Record in Primary Health Care in Kuwait,,2018,,False
72,10.1177/154407370301700104,69418895,Noura Alajmi,,bc553a4e863e8f4f34b99e031e29f8850633e92d,10.21608/mjcu.2018.56121,Medical Dental Practitioners Assessments of Electronic Dental Record in Primary Health Care in Kuwait,,2018,,False
73,10.1177/154407370301700104,87538934,P. Madhu,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,False
74,10.1177/154407370301700104,2107878304,P. Kumar,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,False
75,10.1177/154407370301700104,78804533,G. Prashant,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,False
76,10.1177/154407370301700104,4425120,V. Sushanth,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,False
77,10.1177/154407370301700104,32773686,Mohamed Imranulla,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,False
78,10.1177/154407370301700104,2055262904,A. R. Nair,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,False
79,10.1177/154407370301700104,152291944,C. Marya,,c19cb5ebe23f666d76c22295e5cf76d7ffe95137,10.5005/JP-JOURNALS-10062-0009,Dental Informatics: A Click to the Future,,2017,,False
80,10.1177/154407370301700104,51316956,S. Nambiar,,77f9900425e734b562bc8404bb11bb9c317d27b9,,CONCEPTS OF DENTAL INFORMATICS AND MACHINE LEARNING IN ORAL HEALTH CARE,,2016,background,False
81,10.1177/154407370301700104,101258862,Tidatip Teerakuldej,,3d596a94052f8f6414d1ff90ec5e5b9c7e091414,10.4028/www.scientific.net/AMM.781.583,Dental Guidelines with Decision Support System for Hypertension and Stroke Patients,,2015,,False
82,10.1177/154407370301700104,47115930,P. Soontornpipit,,3d596a94052f8f6414d1ff90ec5e5b9c7e091414,10.4028/www.scientific.net/AMM.781.583,Dental Guidelines with Decision Support System for Hypertension and Stroke Patients,,2015,,False
83,10.1177/154407370301700104,1411672570,Ana Rita,,759a9b5d67a2f1f9e4b46bc9b1b5e3f690371f68,,AVALIAÇÃO DE UM SISTEMA INFORMÁTICO DE APOIO AO DIAGNÓSTICO E ABORDAGEM CLÍNICA DE PATOLOGIA ÓSSEA MAXILO-FACIAL,,2015,,False
84,10.1177/154407370301700104,2098853368,Pinto Filipe,,759a9b5d67a2f1f9e4b46bc9b1b5e3f690371f68,,AVALIAÇÃO DE UM SISTEMA INFORMÁTICO DE APOIO AO DIAGNÓSTICO E ABORDAGEM CLÍNICA DE PATOLOGIA ÓSSEA MAXILO-FACIAL,,2015,,False
85,10.1177/154407370301700104,50669000,N. Patwardhan,,bb0fc16a8efe8bc328dd9b11f830b4a6123af0c3,,DENTAL INFORMATICS IN PLANNING AN EFFECTIVE ORAL HEALTH INFORMATION SYSTEM: A REVIEW ARTICLE,,2015,,False
86,10.1177/154407370301700104,3915570,D. Bhaskar,,bb0fc16a8efe8bc328dd9b11f830b4a6123af0c3,,DENTAL INFORMATICS IN PLANNING AN EFFECTIVE ORAL HEALTH INFORMATION SYSTEM: A REVIEW ARTICLE,,2015,,False
87,10.1177/154407370301700104,5790973,S. Bumb,,bb0fc16a8efe8bc328dd9b11f830b4a6123af0c3,,DENTAL INFORMATICS IN PLANNING AN EFFECTIVE ORAL HEALTH INFORMATION SYSTEM: A REVIEW ARTICLE,,2015,,False
88,10.1177/154407370301700104,7956842,Chandan R Agali,,bb0fc16a8efe8bc328dd9b11f830b4a6123af0c3,,DENTAL INFORMATICS IN PLANNING AN EFFECTIVE ORAL HEALTH INFORMATION SYSTEM: A REVIEW ARTICLE,,2015,,False
89,10.1177/154407370301700104,12356800,Himanshu Punia,,bb0fc16a8efe8bc328dd9b11f830b4a6123af0c3,,DENTAL INFORMATICS IN PLANNING AN EFFECTIVE ORAL HEALTH INFORMATION SYSTEM: A REVIEW ARTICLE,,2015,,False
90,10.1177/154407370301700104,2846710,Mansuang Wongsapai,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,False
91,10.1177/154407370301700104,2805592,S. Suebnukarn,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,False
92,10.1177/154407370301700104,2033778,S. Rajchagool,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,False
93,10.1177/154407370301700104,146466344,D. Beach,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,False
94,10.1177/154407370301700104,2524126,S. Kawaguchi,,4cbd929d630d007d426f834cdddc59b6dffb8ed6,10.1177/1460458213483613,Health-oriented electronic oral health record: Development and evaluation,Health Informatics J.,2014,,False
95,10.1177/154407370301700104,145477163,Tejal Shah,,5841394df8e56a5a2488b4fad6896a28a5f7e73d,10.1109/HICSS.2014.360,A Guiding Framework for Ontology Reuse in the Biomedical Domain,2014 47th Hawaii International Conference on System Sciences,2014,background,False
96,10.1177/154407370301700104,10690836,F. Rabhi,,5841394df8e56a5a2488b4fad6896a28a5f7e73d,10.1109/HICSS.2014.360,A Guiding Framework for Ontology Reuse in the Biomedical Domain,2014 47th Hawaii International Conference on System Sciences,2014,background,False
97,10.1177/154407370301700104,30219549,P. Ray,,5841394df8e56a5a2488b4fad6896a28a5f7e73d,10.1109/HICSS.2014.360,A Guiding Framework for Ontology Reuse in the Biomedical Domain,2014 47th Hawaii International Conference on System Sciences,2014,background,False
98,10.1177/154407370301700104,145620556,K. Taylor,,5841394df8e56a5a2488b4fad6896a28a5f7e73d,10.1109/HICSS.2014.360,A Guiding Framework for Ontology Reuse in the Biomedical Domain,2014 47th Hawaii International Conference on System Sciences,2014,background,False
99,10.1177/154407370301700104,144370168,K. Gray,,c91ec4d58a2e3ffbd077ba4886fe235390ba8817,,Advancing Ehealth Education for the Clinical Health Professions,,2014,background,False
100,10.1177/154407370301700104,2987510,A. Dattakumar,,c91ec4d58a2e3ffbd077ba4886fe235390ba8817,,Advancing Ehealth Education for the Clinical Health Professions,,2014,background,False
101,10.1177/154407370301700104,152804958,A. Maeder,,c91ec4d58a2e3ffbd077ba4886fe235390ba8817,,Advancing Ehealth Education for the Clinical Health Professions,,2014,background,False
102,10.1177/154407370301700104,1413586212,K. Butler-Henderson,,c91ec4d58a2e3ffbd077ba4886fe235390ba8817,,Advancing Ehealth Education for the Clinical Health Professions,,2014,background,False
103,10.1177/154407370301700104,3216712,H. Chenery,,c91ec4d58a2e3ffbd077ba4886fe235390ba8817,,Advancing Ehealth Education for the Clinical Health Professions,,2014,background,False
104,10.1177/154407370301700104,153604538,Anjali Shah,,d2f040b75c08969de11941b1f9b1b427faeb392c,10.7282/T35T3N6M,Decision support and training system for management of endodontically treated teeth,,2014,background,False
105,10.1177/154407370301700104,14888039,Surbhi Sawhney,,e6b046d8d86e704132744faf5863b8cc75a19241,10.4103/2229-5194.142934,Patient record and communication in interdisciplinary dentistry,,2014,,False
106,10.1177/154407370301700104,114876168,M. Kundabala,,e6b046d8d86e704132744faf5863b8cc75a19241,10.4103/2229-5194.142934,Patient record and communication in interdisciplinary dentistry,,2014,,False
107,10.1177/154407370301700104,47250163,N. Shetty,,e6b046d8d86e704132744faf5863b8cc75a19241,10.4103/2229-5194.142934,Patient record and communication in interdisciplinary dentistry,,2014,,False
108,10.1177/154407370301700104,6904432,M. Thomas,,e6b046d8d86e704132744faf5863b8cc75a19241,10.4103/2229-5194.142934,Patient record and communication in interdisciplinary dentistry,,2014,,False
109,10.1177/154407370301700104,66947517,Ahmed Al Barrak,,00cd5e7281d6e5165846bdab8bee4abfa23c440c,10.12816/0027182,Assessment of Skills and Attitude of Dental Students and Interns Toward E-Learning in KSU,,2013,,False
110,10.1177/154407370301700104,66276631,Rua’a Al Yami,,00cd5e7281d6e5165846bdab8bee4abfa23c440c,10.12816/0027182,Assessment of Skills and Attitude of Dental Students and Interns Toward E-Learning in KSU,,2013,,False
111,10.1177/154407370301700104,2169003,T. Schleyer,,7fcf4b6fe56f3fb38a792fec1445f4b57c9edd9b,10.1002/J.0022-0337.2012.76.1.TB05241.X,From information technology to informatics: the information revolution in dental education.,Journal of dental education,2012,,False
112,10.1177/154407370301700104,3241935,T. Thyvalikakath,,7fcf4b6fe56f3fb38a792fec1445f4b57c9edd9b,10.1002/J.0022-0337.2012.76.1.TB05241.X,From information technology to informatics: the information revolution in dental education.,Journal of dental education,2012,,False
113,10.1177/154407370301700104,2916447,H. Spallek,,7fcf4b6fe56f3fb38a792fec1445f4b57c9edd9b,10.1002/J.0022-0337.2012.76.1.TB05241.X,From information technology to informatics: the information revolution in dental education.,Journal of dental education,2012,,False
114,10.1177/154407370301700104,2756951,Michael P. Dziabiak,,7fcf4b6fe56f3fb38a792fec1445f4b57c9edd9b,10.1002/J.0022-0337.2012.76.1.TB05241.X,From information technology to informatics: the information revolution in dental education.,Journal of dental education,2012,,False
115,10.1177/154407370301700104,32110225,L. Johnson,,7fcf4b6fe56f3fb38a792fec1445f4b57c9edd9b,10.1002/J.0022-0337.2012.76.1.TB05241.X,From information technology to informatics: the information revolution in dental education.,Journal of dental education,2012,,False
116,10.1177/154407370301700104,2066665419,Telmo Moreira,,a80a9e3cdc66496927b98581daa6c503116d292b,10.1016/J.RPEMD.2011.11.003,Contributo para a caracterização da Ortodontia Portuguesa considerando a utilização de recursos informáticos,,2012,,False
